"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","V71"
"17",5,1,5,1,1,5,5,1,1,1,5,5,5,5,1,1,1,1,1,5,1,5,1,5,1,5,5,5,1,1,5,5,5,1,5,1,5,5,1,1,1,5,1,1,1,5,5,5,1,1,6,7,17,5,20,21,3,7,3,6,14,13,5,7,9,4,13,9,11,21,"0"
"18",1,5,5,5,5,5,5,5,1,5,1,5,1,1,5,5,1,5,5,1,1,5,5,1,1,5,5,1,5,5,5,5,5,1,5,1,5,5,1,1,1,1,5,5,5,1,1,5,5,5,5,10,7,4,3,3,4,6,5,7,6,4,11,11,10,13,12,17,4,17,"1"
"19",5,5,5,5,5,5,5,5,1,5,5,5,1,1,5,1,5,1,1,5,1,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,5,5,1,5,5,1,3,4,4,7,18,15,12,8,6,9,12,5,13,3,4,9,5,17,17,18,"0"
"20",5,1,5,5,1,1,5,5,5,1,1,1,5,1,1,1,5,1,1,1,1,5,5,5,1,1,5,1,5,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,1,1,1,1,1,5,3,11,8,3,19,5,8,13,20,17,5,8,7,4,13,17,5,10,11,20,"0"
"21",1,5,5,5,1,1,5,5,5,5,5,1,1,5,1,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,1,10,16,15,18,5,5,16,3,7,15,18,7,4,7,3,8,10,6,4,18,"0"
"22",5,5,1,5,1,5,5,1,5,1,5,5,1,1,5,1,5,1,5,1,1,1,5,1,5,1,5,1,5,5,1,5,5,5,5,1,1,5,5,5,1,5,1,1,1,1,1,5,5,1,5,6,4,19,16,10,3,15,11,19,9,12,3,4,11,4,15,7,5,19,"0"
"23",5,5,1,5,5,5,5,1,5,1,1,5,5,1,5,1,1,5,1,1,5,5,5,5,5,1,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,5,5,1,5,1,5,1,5,19,21,10,3,4,6,5,20,18,5,10,6,7,22,22,14,16,13,15,22,"0"
"24",1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,5,1,1,1,5,5,5,1,1,1,1,5,1,5,1,1,5,1,5,5,1,1,5,1,1,5,5,5,1,1,5,5,16,4,4,14,15,5,9,14,5,3,9,5,4,13,13,11,15,15,15,16,"1"
"25",1,1,5,5,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,1,5,1,1,5,5,5,1,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,1,1,1,1,5,5,1,5,8,7,9,6,17,3,11,6,8,5,5,3,8,6,13,6,17,16,4,17,"1"
"26",1,1,5,1,1,1,5,5,1,1,1,5,5,5,1,1,1,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,1,5,5,1,1,5,5,5,1,5,5,1,1,1,5,1,1,1,8,3,10,5,5,11,13,9,3,6,6,3,4,14,5,12,15,7,7,15,"1"
"27",1,1,5,5,1,5,5,5,5,1,1,5,5,1,5,1,5,1,1,5,1,5,5,1,5,5,5,1,1,5,1,1,1,5,5,5,1,1,5,1,1,1,1,5,1,5,1,5,5,5,3,4,19,5,7,8,14,5,10,9,5,8,3,24,26,10,5,17,4,26,"0"
"28",1,5,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,1,5,1,5,1,1,1,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,1,1,1,5,5,5,5,8,5,6,3,5,3,9,6,16,15,5,3,16,16,13,5,4,18,4,18,"0"
"29",1,1,1,5,1,5,5,5,1,1,1,5,1,1,5,5,1,5,1,1,5,5,5,1,1,5,1,1,5,1,1,1,1,1,1,5,1,5,1,5,5,5,1,1,5,1,1,5,5,1,10,4,3,3,4,5,17,11,12,16,5,17,16,10,8,12,10,9,7,17,"1"
"30",5,5,5,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,1,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,20,12,5,13,21,14,14,6,3,5,4,11,13,12,6,4,4,21,"0"
"31",1,1,5,5,5,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,5,5,5,5,1,1,1,1,5,5,5,1,5,5,1,1,5,5,1,1,5,1,5,5,1,1,1,5,1,1,5,3,13,7,3,5,19,21,8,5,8,3,11,13,21,4,19,10,10,21,"0"
"32",1,1,1,1,5,1,1,5,1,1,1,5,1,5,5,1,1,1,1,5,1,5,1,1,5,5,5,1,5,1,1,1,5,1,1,5,5,1,5,1,1,5,1,5,5,1,5,1,5,5,15,10,11,4,15,7,4,20,3,5,5,13,12,4,3,4,8,12,4,20,"0"
"33",1,5,1,5,1,5,5,1,5,5,5,5,1,5,1,1,5,5,5,5,1,5,1,5,1,1,5,5,1,1,5,5,1,1,1,5,1,5,1,5,5,5,1,1,1,1,1,5,1,5,20,5,10,17,3,18,15,3,6,4,10,11,7,9,4,8,14,5,7,20,"0"
"34",5,1,1,1,5,5,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,5,5,1,5,5,1,1,5,1,5,5,5,5,5,1,1,5,5,1,5,1,12,5,19,16,3,13,15,20,18,22,21,9,3,4,11,7,7,4,11,22,"0"
"35",5,5,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,5,1,5,1,5,1,1,1,1,1,5,5,1,5,5,1,5,5,1,1,1,1,5,5,5,1,5,9,5,5,17,3,9,3,11,14,13,14,12,3,4,4,17,23,4,23,"0"
"36",5,5,5,1,5,1,5,1,5,5,5,1,1,1,1,5,1,5,1,5,5,1,1,5,1,1,5,1,5,5,5,1,5,5,5,1,5,1,1,5,1,5,5,1,1,1,1,5,5,1,11,7,6,17,3,17,16,16,5,5,3,13,15,8,4,4,14,10,8,17,"1"
"37",5,1,1,1,1,5,1,1,5,5,5,1,5,1,5,5,1,5,1,1,1,5,1,5,5,5,1,1,1,1,5,1,5,5,5,5,5,5,5,5,1,5,1,1,5,1,5,1,1,5,7,5,15,7,7,14,6,16,5,8,4,4,3,4,18,4,20,17,15,20,"0"
"38",5,5,1,1,1,1,5,1,5,5,1,5,5,1,5,1,1,5,5,5,1,1,1,5,5,5,5,5,1,1,5,1,5,1,5,5,5,1,1,1,5,5,5,1,5,5,5,5,1,5,7,5,5,8,6,20,21,19,13,9,7,4,4,10,9,18,20,6,4,21,"0"
"39",5,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,5,5,1,5,5,5,5,1,1,1,5,1,5,5,5,5,1,1,1,5,1,5,1,5,1,5,16,12,18,20,21,12,4,3,11,15,5,5,8,7,4,12,16,17,17,21,"0"
"40",5,5,1,1,5,5,5,1,1,1,1,5,1,1,5,1,1,5,5,5,1,1,1,5,5,5,1,1,1,5,5,5,1,1,5,5,1,5,5,1,1,1,1,1,1,5,5,1,5,1,5,5,15,7,4,9,7,3,5,8,3,16,14,13,8,4,15,6,4,16,"1"
"41",5,1,5,5,5,5,1,5,1,1,1,1,5,5,1,1,5,1,1,1,1,1,5,5,5,5,5,1,1,5,5,5,1,5,5,1,5,1,5,1,1,5,1,1,5,5,1,1,1,1,3,21,5,7,16,19,5,9,6,6,3,3,19,17,18,20,9,4,5,21,"0"
"42",1,1,5,1,5,1,5,5,5,1,1,5,1,1,5,1,5,1,5,1,1,5,1,5,5,1,5,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,5,1,5,5,1,5,1,5,11,3,21,17,17,16,14,21,18,8,6,3,18,20,5,9,16,14,12,21,"0"
"43",1,1,1,1,1,5,5,1,5,5,1,5,5,5,5,1,1,5,5,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,1,1,1,5,5,1,5,1,5,1,5,8,7,14,5,3,4,10,14,8,3,4,3,14,14,12,16,7,5,16,"1"
"44",5,5,5,1,1,5,1,5,1,5,1,5,5,1,1,5,5,1,5,1,1,5,5,5,5,1,1,5,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,5,5,1,1,1,1,1,7,5,4,4,22,21,3,7,5,5,3,10,15,21,18,20,16,9,7,22,"0"
"45",5,1,1,1,1,5,5,5,1,5,1,1,5,5,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,1,1,5,5,1,5,5,1,1,1,1,5,5,1,1,5,5,1,5,8,7,9,4,13,13,3,4,10,6,6,3,5,3,15,15,15,17,4,17,"1"
"46",5,1,5,5,1,5,5,5,1,5,5,1,1,1,5,1,1,1,5,1,1,5,1,5,1,1,5,5,5,1,1,1,5,5,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,7,5,6,3,3,19,17,20,10,3,4,8,4,15,11,5,14,21,12,21,"0"
"47",1,1,5,5,1,1,1,1,5,5,1,5,5,1,1,1,1,5,1,5,1,1,5,1,1,1,1,1,5,1,5,1,1,5,5,5,5,1,5,1,1,5,5,5,1,5,1,1,1,5,3,5,15,18,5,17,16,12,12,11,5,7,3,19,21,5,9,10,10,21,"0"
"48",1,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,1,5,5,1,5,5,1,5,5,1,1,5,5,5,5,5,1,1,1,1,1,1,5,5,1,5,1,5,4,5,3,12,9,5,14,3,14,10,3,4,17,15,4,14,8,10,17,"1"
"49",1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,5,1,1,5,5,1,1,5,5,1,1,1,5,1,5,1,5,5,5,5,1,1,1,1,5,5,1,9,16,4,12,5,3,19,8,4,13,12,17,16,11,13,12,16,6,4,19,"0"
"50",1,1,1,5,5,1,1,5,5,5,1,5,5,1,1,5,5,1,1,5,5,5,5,1,5,1,1,5,5,5,1,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,5,5,1,5,11,3,5,3,16,17,19,4,16,19,7,6,7,8,6,8,4,4,19,"0"
"51",5,1,1,1,5,5,1,5,1,5,1,1,5,5,5,5,5,1,1,5,5,5,1,5,5,5,1,1,5,1,1,1,5,5,1,5,5,1,1,5,1,1,5,5,5,1,5,1,5,1,4,5,10,4,17,3,3,7,16,7,7,5,3,15,13,19,19,9,7,19,"0"
"52",5,5,1,5,1,1,1,1,1,5,5,1,1,1,5,5,1,5,1,1,5,5,5,5,1,5,1,1,1,1,1,1,5,5,5,1,1,5,1,1,5,5,1,1,1,1,5,1,1,1,5,3,5,5,9,12,11,3,17,13,5,3,7,16,17,20,20,10,8,20,"0"
"53",1,5,5,1,5,1,1,1,5,5,5,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5,1,1,1,5,1,5,5,1,1,1,1,1,5,5,1,1,5,1,5,1,1,1,5,15,12,5,17,23,7,14,5,24,21,5,8,7,15,13,17,19,10,10,24,"0"
"54",5,5,1,5,5,5,1,5,1,1,1,5,1,1,5,5,1,1,1,1,1,5,1,1,1,1,1,5,1,5,5,5,1,5,5,1,1,1,1,1,5,1,1,5,1,1,5,1,5,5,5,5,7,14,4,3,5,12,4,12,13,5,3,15,15,21,7,20,4,21,"0"
"55",5,1,1,5,1,5,1,1,5,1,1,5,1,5,1,1,5,1,1,1,5,1,1,5,1,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,5,5,5,23,19,6,14,7,4,7,9,3,7,3,6,5,3,21,19,12,8,4,23,"0"
"56",5,5,5,5,5,1,1,5,1,1,5,1,5,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,1,5,1,1,1,1,5,5,5,5,1,1,5,5,1,1,5,5,5,5,1,1,12,3,9,9,7,20,10,9,6,13,15,3,5,7,5,17,20,4,6,20,"0"
"57",5,1,1,1,5,1,5,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,1,5,5,1,1,1,1,5,5,5,5,5,5,1,5,5,3,5,20,19,7,5,3,10,6,18,21,5,4,13,11,15,11,4,21,"0"
"58",1,1,5,1,1,5,1,5,1,5,5,1,5,5,5,5,1,1,1,1,1,5,5,5,5,5,1,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,5,5,1,1,1,1,1,1,5,4,4,5,3,10,3,6,5,19,20,13,15,23,19,7,14,4,7,23,"0"
"59",5,1,1,5,1,1,5,5,1,5,1,5,1,1,1,1,5,5,1,5,5,1,5,5,1,1,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,5,3,4,7,6,5,7,5,18,18,5,19,20,12,12,16,16,16,18,20,"0"
"60",5,1,5,1,5,1,5,5,1,5,5,5,5,1,1,1,5,1,1,5,5,1,1,1,1,5,1,5,1,1,5,1,1,1,5,1,5,5,5,5,1,5,1,5,5,5,1,5,5,1,4,5,12,17,12,5,11,18,11,6,4,5,3,4,10,6,11,4,7,18,"0"
"61",5,1,5,5,1,1,1,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,1,5,1,1,5,5,5,1,5,5,5,1,1,5,5,1,5,1,5,1,1,5,5,1,5,1,1,3,8,4,8,3,5,12,12,10,7,10,18,17,4,13,18,11,15,17,18,"0"
"62",1,5,1,5,1,5,5,5,1,1,5,1,1,5,1,5,1,1,5,5,5,1,5,5,1,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,1,5,1,1,5,1,5,1,5,17,12,16,13,5,3,14,3,6,5,20,23,4,4,18,4,12,5,7,23,"0"
"63",5,1,5,1,5,5,1,5,1,5,5,1,5,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,5,1,1,1,5,5,5,5,1,5,5,1,5,1,5,1,5,5,5,1,16,7,24,4,6,11,19,3,5,12,4,15,12,6,3,4,24,22,4,24,"0"
"64",1,5,5,1,1,5,5,5,1,5,5,1,1,5,5,1,5,5,1,5,5,5,1,5,1,5,1,5,5,5,1,5,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,5,5,7,4,3,3,13,7,10,11,10,4,22,14,4,4,10,8,10,22,"0"
"65",1,5,1,5,1,5,5,1,1,1,1,5,5,1,5,5,1,5,1,1,1,5,1,1,1,5,1,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,1,1,1,5,1,5,5,5,6,4,7,15,14,4,13,3,9,14,18,19,5,8,7,4,20,20,4,20,"0"
"66",5,5,1,5,1,5,5,5,5,5,1,1,5,5,1,1,1,5,5,5,5,1,5,5,1,1,5,5,5,1,1,5,5,1,1,1,1,5,1,5,1,5,1,5,1,5,5,1,5,5,14,4,10,13,5,3,17,4,3,11,13,15,16,4,7,9,5,9,4,17,"1"
"67",5,1,5,1,5,1,5,1,1,5,1,5,1,5,1,5,1,1,5,5,1,1,1,5,1,5,5,5,5,1,1,5,1,5,1,5,5,5,1,5,5,5,1,1,1,1,5,5,1,5,5,3,11,6,5,5,3,12,11,20,19,4,3,4,7,5,18,16,4,20,"0"
"68",5,1,1,1,5,1,1,1,1,1,5,5,5,1,1,1,5,5,5,1,1,5,1,5,5,1,1,5,1,5,1,5,5,1,1,1,5,5,1,1,1,5,5,1,5,1,1,1,1,5,3,13,9,7,7,5,15,15,8,11,7,6,4,4,5,16,17,17,15,17,"1"
"69",5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,1,5,5,1,1,1,5,1,5,7,3,5,5,9,10,18,10,3,12,4,3,7,5,21,4,17,6,4,21,"0"
"70",1,5,1,5,5,5,1,5,5,1,5,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1,1,5,1,5,1,1,1,5,5,1,4,22,23,10,3,5,15,20,24,23,5,7,6,7,9,25,21,9,7,25,"0"
"71",1,5,1,1,5,1,1,1,1,1,5,5,1,5,1,5,5,1,1,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,1,5,5,5,1,1,1,1,1,15,3,11,8,7,5,5,6,3,6,5,3,4,13,13,16,7,12,7,16,"1"
"72",1,5,5,1,1,1,5,1,5,1,1,1,1,5,5,5,5,1,5,1,1,5,5,1,5,1,1,1,1,5,1,5,5,5,5,1,1,5,1,5,5,5,5,5,1,1,5,5,5,5,5,8,5,3,4,9,19,5,15,19,16,19,7,6,9,11,13,17,4,19,"0"
"73",1,5,5,1,1,5,1,5,5,1,1,1,1,5,1,1,5,1,5,1,5,1,1,5,5,1,1,5,1,1,1,1,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,5,5,5,4,21,8,3,26,3,21,23,5,3,7,13,20,19,15,28,28,28,"0"
"74",1,5,1,5,1,1,1,1,5,1,5,1,1,5,5,5,5,5,5,1,1,1,5,5,5,1,5,5,5,5,1,5,1,1,5,5,5,1,5,5,5,1,5,5,5,5,1,5,1,1,17,16,5,3,11,4,13,12,10,3,9,12,5,16,3,4,6,16,18,18,"0"
"75",1,5,5,1,1,5,5,5,5,1,5,5,5,5,5,1,5,5,1,5,1,1,1,5,5,1,5,1,1,5,5,1,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,1,1,1,8,4,4,9,12,3,17,5,8,5,3,7,5,16,16,11,19,15,7,19,"0"
"76",5,1,5,5,1,1,1,5,5,5,1,5,5,1,5,1,1,1,5,1,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,5,5,1,5,1,1,5,5,1,5,5,5,5,1,1,11,14,15,5,3,22,6,17,16,8,7,6,13,15,18,20,4,4,6,22,"0"
"77",1,5,5,5,5,1,1,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,5,5,5,1,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,5,5,1,1,1,5,5,5,3,16,4,4,5,19,13,15,3,15,17,14,15,4,16,18,8,10,19,"0"
"78",1,1,5,1,5,1,1,5,5,1,1,5,5,1,5,5,5,1,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,1,1,5,5,5,1,5,1,1,1,1,5,5,1,5,1,5,5,3,14,15,6,3,5,14,4,11,8,7,8,4,19,15,6,8,19,"0"
"79",1,1,5,5,1,5,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,1,5,1,5,1,1,1,1,1,1,5,5,1,1,5,5,5,1,5,1,1,5,5,5,5,1,5,5,16,16,4,4,5,7,6,3,11,12,12,19,16,17,20,19,4,6,4,20,"0"
"80",5,1,5,1,1,1,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,1,1,5,1,1,5,5,1,1,5,10,5,13,5,10,3,11,14,5,17,21,13,16,15,4,15,17,16,16,21,"0"
"81",5,5,5,5,5,1,5,5,5,1,5,5,1,1,5,1,5,5,1,5,1,1,1,5,5,5,1,5,1,5,5,1,5,1,5,5,5,1,1,5,5,1,5,1,1,1,5,1,1,5,4,4,13,5,17,9,5,16,5,16,5,3,16,14,17,19,6,11,7,19,"0"
"82",1,1,1,1,5,5,5,1,1,5,5,1,5,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,5,5,1,1,1,5,1,5,5,4,6,9,3,4,10,7,5,3,12,9,19,13,11,18,9,7,19,"0"
"83",1,1,5,1,1,5,5,5,5,1,1,5,5,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,1,5,1,1,1,5,1,5,7,12,7,3,13,5,18,10,5,3,6,5,4,3,4,13,17,6,4,18,"0"
"84",1,1,1,5,5,5,1,5,1,5,5,1,5,1,1,5,5,5,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,10,4,6,9,10,9,3,17,5,21,19,13,3,4,19,17,5,15,14,21,"0"
"85",5,5,1,5,1,5,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,5,5,5,1,5,5,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,1,1,1,1,5,9,13,12,17,3,3,5,10,6,5,7,3,16,16,11,13,5,11,12,17,"1"
"86",1,1,1,1,5,1,1,1,1,1,5,1,5,5,1,1,1,1,5,1,1,5,5,1,5,5,1,5,5,5,1,1,1,1,5,1,5,1,1,1,1,5,5,5,5,1,1,1,1,1,7,3,5,11,4,6,3,17,14,17,5,3,17,9,24,18,22,9,7,24,"0"
"87",5,5,5,1,5,1,5,5,5,1,1,5,5,1,1,5,1,1,5,5,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,3,19,20,15,5,19,16,11,14,16,18,11,12,4,5,9,6,4,20,"0"
"88",5,5,1,5,5,1,1,1,1,5,1,1,5,5,1,5,1,5,5,5,5,5,1,1,5,1,5,5,5,1,1,1,5,1,5,1,1,5,5,1,1,1,1,1,5,5,1,1,1,1,22,5,9,6,21,5,16,3,7,11,5,22,21,14,14,22,22,18,18,22,"0"
"89",1,5,1,5,5,1,1,1,5,1,1,5,5,5,5,1,5,5,5,5,5,5,1,1,1,5,1,5,1,5,5,1,5,1,5,5,1,1,5,5,1,1,5,1,5,5,5,5,1,5,12,15,10,10,4,5,9,9,5,6,3,4,3,16,16,14,12,6,8,16,"1"
"90",1,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,1,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,1,1,1,5,5,5,1,1,13,10,13,18,7,3,10,18,16,3,6,3,4,18,20,8,16,18,4,20,"0"
"91",5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,5,5,5,1,5,3,18,9,9,11,17,9,5,15,18,17,6,3,4,19,4,15,4,19,"0"
"92",5,5,5,5,5,1,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,5,5,5,5,1,5,1,1,1,1,5,1,5,5,1,5,1,1,1,5,1,1,1,5,5,1,5,5,5,7,7,17,3,16,19,5,3,14,19,5,8,3,8,16,18,10,14,4,19,"0"
