"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","V71"
"79",10,1,1,10,1,1,1,1,1,10,1,10,10,1,10,1,1,1,10,10,1,10,1,10,10,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,10,10,1,10,10,10,1,1,10,7,5,5,6,2,9,8,5,19,8,11,15,10,13,16,17,16,17,19,0
"80",10,1,1,10,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,10,10,1,1,1,10,10,1,10,1,1,10,10,1,10,1,1,1,1,10,10,1,10,10,10,1,1,1,1,10,1,10,4,17,10,5,15,5,5,12,4,14,8,12,10,11,5,13,2,14,17,1
"81",1,1,1,10,1,10,10,10,10,10,10,10,1,10,1,1,10,1,1,1,1,10,1,1,10,1,10,1,1,1,10,10,1,1,10,10,1,1,1,10,10,1,1,1,10,10,10,10,1,10,8,4,4,2,8,10,11,11,5,14,16,11,7,18,17,14,5,16,5,18,0
"82",10,10,1,10,10,1,10,10,10,1,1,1,1,1,10,1,10,10,1,10,10,10,10,10,1,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,1,1,10,10,10,10,10,1,1,10,20,4,20,6,23,8,4,18,5,4,4,8,12,10,5,7,10,18,15,23,0
"83",1,1,10,1,10,1,10,10,10,10,1,10,10,10,10,10,10,1,10,10,10,1,10,1,10,1,10,10,1,1,10,10,10,1,1,10,1,10,1,10,1,10,10,1,10,1,10,10,1,1,18,16,5,4,14,12,4,7,8,10,4,8,12,11,15,16,11,2,10,18,0
"84",1,1,10,1,1,10,10,1,1,10,10,1,1,1,1,10,10,10,10,1,10,1,10,10,1,1,1,1,1,1,1,10,1,1,10,1,1,10,1,10,10,10,1,1,1,10,1,1,1,10,4,7,12,9,5,4,15,12,16,12,19,15,6,9,7,4,21,2,22,22,0
"85",1,1,10,10,1,10,10,1,1,1,10,1,10,1,1,1,10,1,1,1,1,1,1,1,1,10,1,10,10,1,1,1,10,10,10,1,10,1,1,1,1,1,1,1,10,1,1,10,10,1,11,4,10,7,2,4,7,8,4,4,9,5,9,6,13,13,13,11,10,13,1
"86",10,10,1,10,1,1,10,1,1,10,10,10,10,10,1,10,1,1,1,1,1,10,1,1,10,1,10,1,10,1,10,10,1,1,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,1,6,8,9,21,21,20,4,20,4,7,11,19,18,9,12,19,8,2,14,21,0
"87",1,1,10,10,10,1,10,1,10,10,10,10,10,1,10,1,10,1,1,10,10,1,10,10,1,10,10,1,1,10,10,1,1,10,10,1,10,1,1,1,1,1,1,10,10,1,1,1,1,10,11,16,18,4,17,18,4,4,9,9,6,9,6,14,17,5,13,2,19,19,0
"88",1,1,10,1,1,1,10,1,10,1,1,1,1,10,1,10,1,10,10,1,1,1,1,1,10,10,1,1,10,10,1,10,1,1,10,10,1,1,1,10,1,10,1,1,1,1,1,1,1,10,6,8,7,4,4,19,14,23,23,8,4,20,14,5,9,12,25,2,26,26,0
"89",1,10,10,10,10,1,10,1,10,10,1,1,10,1,1,10,1,1,1,1,1,10,10,10,10,10,1,10,10,10,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,10,10,1,10,10,10,10,4,7,10,5,8,5,17,11,15,6,9,16,16,14,7,2,5,17,1
"90",1,10,1,1,1,1,10,1,10,1,10,1,10,1,10,10,10,1,10,1,1,10,1,1,10,1,1,10,10,1,1,10,1,1,10,10,10,1,1,1,1,1,1,10,10,1,1,1,10,10,6,4,8,12,9,7,4,4,9,10,17,15,5,19,16,15,9,6,2,19,0
"91",1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,10,10,1,10,1,1,1,1,10,1,10,1,1,1,1,1,10,10,1,10,10,1,10,1,1,1,10,1,1,10,10,1,10,1,1,6,8,4,5,2,15,16,12,4,4,11,13,18,17,9,12,16,15,14,18,0
"92",1,1,1,10,1,10,1,10,1,10,10,1,10,1,1,1,10,1,1,1,10,1,10,1,1,1,10,10,10,10,1,10,1,1,1,10,1,1,1,1,10,1,10,1,1,10,1,1,1,10,8,6,4,14,5,17,10,14,11,14,20,4,9,18,18,6,9,10,11,20,0
"93",1,1,10,1,10,10,1,1,1,1,1,10,10,10,1,1,1,10,1,10,10,10,10,10,10,10,10,10,1,10,1,10,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,1,10,1,7,5,4,9,9,5,12,5,13,12,6,16,15,18,19,10,6,2,17,19,0
